@relation material_training_weka-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2-289-weka.filters.unsupervised.attribute.NumericToNominal-R2-4-weka.filters.supervised.instance.SMOTE-C6-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C6-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C6-K5-P40.0-S1-weka.filters.supervised.instance.SMOTE-C5-K5-P849.0-S1-weka.filters.supervised.instance.SMOTE-C4-K5-P890.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P391.0-S1-weka.filters.supervised.instance.SMOTE-C3-K1-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1

@attribute id numeric
@attribute num_room {0,1,2,3,4,5}
@attribute max_floor {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,57,99,117}
@attribute state {0,1,2,3}
@attribute material {0,1,2,3,4,5}

@data
9538,1,17,2,0
9539,2,9,1,0
9543,1,14,1,0
9544,2,16,2,1
9548,0,17,2,0
9549,0,14,2,1
9550,1,14,2,0
9554,1,9,1,0
9555,2,8,3,1
9556,0,12,1,4
9562,1,14,1,0
9563,2,9,1,0
9564,0,1,0,0
9565,0,16,1,4
9569,1,9,1,1
9570,0,25,1,3
9575,0,9,2,0
9576,1,12,1,0
9577,1,9,1,0
9579,0,20,1,1
9581,1,9,2,1
9584,1,5,2,0
9586,1,12,2,4
9587,1,16,1,0
9589,2,14,2,0
9595,1,5,1,0
9596,0,17,2,0
9597,1,9,1,0
9600,1,16,2,0
9604,1,12,1,4
9605,2,8,1,1
9606,2,22,2,0
9607,1,25,2,0
9608,0,5,1,1
9614,0,12,2,0
9615,0,12,2,0
9621,2,17,1,0
9622,1,17,1,0
9623,1,12,0,0
9624,1,9,2,1
9638,0,9,2,0
9639,0,5,1,1
9646,1,5,1,1
9647,1,16,2,0
9654,0,12,2,0
9666,1,9,1,0
9671,0,18,1,3
9672,1,30,0,3
9673,1,12,1,4
9675,1,5,2,0
9676,2,9,1,1
9677,0,12,0,1
9679,1,17,0,0
9681,2,12,2,0
9686,1,9,2,1
9687,1,17,0,0
9689,0,17,2,0
9690,1,17,0,3
9692,0,1,1,0
9693,1,40,0,3
9694,1,17,1,0
9695,0,9,1,0
9697,2,9,1,1
9699,1,1,2,0
9703,1,24,0,0
9704,0,17,1,0
9706,1,9,1,4
9709,1,17,1,0
9711,2,17,1,0
9713,0,5,1,1
9715,1,12,0,0
9718,0,17,2,0
9720,1,12,0,3
9721,1,9,1,0
9723,1,17,2,0
9725,1,9,2,0
9726,2,12,1,0
9727,1,1,0,0
9728,1,9,1,1
9731,1,5,2,1
9732,2,17,2,0
9733,2,12,3,0
9734,0,9,2,0
9735,1,5,2,4
9738,1,17,1,0
9740,1,8,2,1
9746,1,5,2,4
9748,0,17,0,0
9749,0,16,2,0
9750,2,17,1,0
9751,0,17,2,0
9752,0,12,1,4
9755,1,17,1,0
9756,2,9,2,0
9757,1,4,2,1
9762,1,22,1,0
9764,1,9,1,0
9765,2,9,2,0
9767,0,1,0,0
9768,0,14,1,1
9769,2,16,1,0
9770,1,14,3,0
9772,0,17,2,0
9775,0,17,1,0
9777,1,12,1,4
9778,0,14,1,0
9781,0,9,2,0
9783,1,17,0,0
9784,1,5,1,4
9785,1,12,1,4
9786,1,14,1,0
9788,1,12,1,0
9789,0,23,2,3
9790,2,12,1,0
9794,1,14,1,4
9796,1,12,1,4
9797,0,5,1,1
9798,1,17,2,0
9799,0,24,3,3
9802,2,17,1,0
9804,1,8,2,4
9805,0,5,2,1
9810,1,23,2,0
9813,0,9,2,1
9817,1,9,1,0
9819,1,5,2,4
9820,2,17,2,3
9823,1,14,2,0
9824,0,2,0,0
9825,1,1,1,0
9826,1,32,0,3
9827,1,14,2,0
9828,0,25,0,0
9829,1,9,1,1
9830,0,9,1,0
9832,0,4,1,0
9833,2,9,1,0
9837,0,12,1,0
9839,2,16,2,0
9841,2,14,2,0
9845,1,5,1,0
9846,0,5,2,0
9848,1,9,1,4
9852,0,14,1,0
9853,1,9,2,4
9856,1,12,1,4
9857,0,9,1,0
9858,3,1,1,0
9860,0,17,1,0
9862,1,17,1,0
9868,1,9,2,4
9870,1,17,1,0
9873,2,8,2,1
9875,1,5,2,1
9877,1,12,2,4
9880,0,12,1,0
9881,1,12,1,0
9888,1,14,1,0
9889,1,12,2,4
9893,1,17,2,0
9898,0,12,2,0
9902,1,9,1,1
9904,1,4,0,5
9907,1,9,2,0
9908,1,5,2,1
9910,0,9,2,0
9911,1,14,1,0
9912,2,25,0,4
9913,2,1,0,0
9914,0,17,2,0
9915,1,5,0,1
9916,1,5,1,1
9917,2,5,2,1
9918,1,5,1,0
9919,2,5,1,1
9923,0,17,1,3
9925,0,1,1,0
9927,2,23,0,5
9929,0,15,1,1
9933,2,14,2,0
9934,1,9,2,0
9935,0,4,2,1
9940,1,17,0,0
9941,0,12,2,0
9942,2,12,2,4
9943,1,9,1,1
9945,2,9,1,0
9946,0,12,1,0
9947,1,9,2,0
9948,0,25,0,4
9949,1,14,1,0
9950,0,17,1,0
9952,0,17,0,3
9953,2,9,1,0
9954,2,5,1,1
9957,2,17,2,0
9959,2,17,0,0
9961,1,17,1,3
9963,1,5,1,1
9964,0,17,1,0
9967,0,17,1,0
9968,1,14,3,0
9969,1,5,2,1
9970,0,22,1,0
9972,2,1,1,0
9973,1,14,2,0
9976,1,5,1,1
9977,2,9,1,0
9979,1,17,2,0
9981,3,6,3,1
9982,1,17,0,0
9983,2,9,2,0
9986,1,5,2,4
9987,0,16,1,0
9988,1,9,0,5
9991,1,12,2,4
9992,0,17,0,0
9996,0,5,1,1
9997,0,8,2,4
9998,2,1,1,0
9999,0,5,1,4
10000,0,12,2,0
10003,0,1,0,0
10008,1,17,0,4
10009,2,8,0,1
10010,0,8,1,1
10011,1,22,1,0
10012,1,17,1,3
10013,1,17,1,0
10014,2,17,2,0
10016,2,17,1,0
10018,2,17,0,0
10019,0,9,1,1
10020,2,16,2,0
10021,1,25,1,3
10022,2,17,2,0
10023,2,8,1,1
10024,2,25,1,3
10026,0,17,2,0
10028,0,17,0,3
10029,1,17,3,0
10030,2,16,1,0
10031,0,20,1,0
10033,1,9,1,0
10034,1,2,0,0
10036,2,8,2,1
10037,2,9,0,0
10038,0,17,1,1
10039,2,25,0,3
10041,2,17,1,0
10042,1,5,2,1
10046,1,5,1,1
10048,0,9,2,0
10049,0,17,0,0
10051,0,16,2,0
10052,1,23,0,3
10055,1,5,2,1
10056,2,6,0,0
10058,1,20,1,0
10059,1,16,2,0
10060,0,9,2,0
10061,2,9,1,1
10062,0,12,0,0
10064,2,5,2,1
10066,2,27,0,5
10069,0,14,1,0
10073,0,23,1,0
10075,1,12,2,4
10076,1,17,0,5
10077,1,16,0,3
10078,0,25,0,0
10079,5,2,0,0
10080,1,12,1,0
10081,0,22,2,0
10082,1,1,0,0
10083,0,25,2,0
10085,0,10,0,3
10086,1,30,0,3
10088,1,14,2,4
10089,0,12,0,3
10090,1,12,1,4
10091,1,9,2,0
10092,0,12,2,0
10093,1,12,0,3
10094,0,14,1,1
10095,1,9,1,0
10096,1,12,1,0
10097,2,16,1,1
10099,0,9,2,1
10100,0,25,1,0
10101,1,9,2,0
10102,1,20,1,0
10103,2,22,2,3
10104,0,18,1,0
10105,0,17,0,0
10106,0,12,2,0
10107,1,12,1,0
10108,2,9,1,0
10109,0,9,1,0
10110,1,17,2,0
10112,2,17,1,0
10113,2,25,1,3
10114,2,17,1,0
10115,0,1,1,0
10116,0,6,1,1
10117,1,9,2,0
10118,0,32,2,3
10119,2,17,0,5
10120,2,4,2,1
10121,1,5,2,0
10122,0,22,2,0
10123,2,12,1,5
10124,1,9,1,0
10125,0,12,0,5
10127,0,4,1,1
10128,1,17,0,0
10129,1,5,1,1
10130,0,9,1,4
10131,0,14,1,0
10132,0,9,1,1
10135,2,25,0,0
10136,1,12,2,0
10138,0,1,1,3
10139,0,9,1,0
10140,0,17,1,3
10141,0,23,0,3
10143,0,16,1,4
10144,2,9,1,0
10145,1,12,0,3
10147,2,12,2,4
10148,2,25,0,5
10151,0,17,1,0
10152,1,9,2,0
10154,1,1,0,0
10155,0,5,2,4
10156,1,17,0,3
10157,0,9,2,0
10158,1,12,2,4
10161,1,14,2,0
10162,0,14,2,4
10163,0,17,1,0
10166,2,5,2,1
10167,2,16,2,0
10168,1,12,1,4
10169,1,17,1,0
10170,1,18,1,0
10171,1,21,1,3
10172,0,17,0,3
10173,0,1,0,5
10174,1,12,1,0
10175,0,17,0,0
10176,0,12,2,3
10178,2,9,2,0
10179,2,25,1,3
10180,1,16,2,5
10182,0,7,1,3
10183,1,9,2,0
10184,2,23,1,3
10185,0,9,1,4
10186,1,22,1,0
10187,3,24,1,3
10188,1,17,0,0
10189,0,17,0,5
10190,1,25,0,5
10191,0,17,2,0
10192,0,1,0,0
10193,1,9,1,4
10194,0,24,2,0
10195,0,9,1,0
10196,0,12,2,0
10197,0,17,0,0
10199,0,12,1,0
10203,0,14,2,0
10204,1,17,1,0
10205,1,9,1,3
10206,0,12,1,4
10207,1,17,0,0
10209,1,17,1,0
10211,2,17,2,3
10212,1,14,2,0
10213,0,17,1,0
10214,2,10,2,1
10215,0,16,1,3
10216,0,25,2,3
10217,0,1,1,0
10218,2,9,2,0
10221,1,17,0,0
10222,0,1,1,0
10223,0,16,1,0
10224,1,24,0,0
10225,2,22,1,0
10226,1,1,0,0
10227,0,12,0,0
10228,2,17,1,0
10229,1,17,1,0
10231,1,17,1,0
10232,1,1,0,0
10233,0,12,2,0
10234,1,25,0,5
10236,0,25,1,3
10237,0,5,1,1
10238,0,5,1,0
10239,0,9,1,0
10240,1,9,2,0
10241,1,17,2,0
10242,1,17,0,0
10243,1,9,2,0
10244,1,17,1,0
10245,0,5,1,1
10246,0,9,1,0
10247,0,17,0,0
10248,1,9,2,1
10249,1,16,2,0
10250,1,9,0,0
10251,0,9,1,1
10252,0,1,1,1
10253,0,12,1,0
10254,1,12,2,0
10255,0,16,2,0
10256,1,17,3,0
10257,0,5,1,0
10258,1,17,1,3
10259,1,5,1,4
10260,1,17,0,5
10261,2,14,2,0
10263,0,17,0,0
10264,1,12,2,0
10265,1,1,1,0
10267,2,14,2,1
10268,0,1,1,0
10269,0,16,0,5
10270,2,25,1,0
10271,1,12,2,4
10273,1,8,1,0
10274,3,6,1,1
10275,3,9,0,3
10276,1,16,2,4
10277,0,24,0,3
10278,0,17,0,0
10279,0,1,1,0
10280,2,16,2,0
10281,2,14,2,0
10283,2,9,1,0
10285,1,16,3,0
10286,1,12,2,4
10287,0,12,0,3
10288,2,5,2,1
10289,0,14,2,0
10290,0,1,0,0
10291,1,4,1,0
10292,2,9,1,0
10294,1,5,1,0
10295,0,22,3,0
10296,2,25,1,3
10297,0,12,0,0
10298,0,25,0,1
10299,2,22,2,4
10300,2,22,2,0
10301,1,22,2,0
10302,0,9,1,0
10303,0,14,1,0
10304,0,1,0,0
10305,1,5,2,1
10306,0,14,2,1
10308,1,1,1,0
10309,1,17,1,3
10310,0,19,1,3
10311,1,5,1,1
10312,0,17,2,0
10313,1,17,3,0
10314,0,9,1,1
10315,1,5,2,0
10316,1,17,0,0
10317,2,27,0,5
10318,1,17,2,0
10319,0,17,0,0
10320,1,8,2,0
10321,1,9,1,4
10322,1,17,1,0
10323,0,16,2,4
10324,0,17,0,0
10325,0,5,1,1
10326,1,1,1,0
10327,1,17,3,0
10328,0,16,0,3
10329,2,20,0,0
10330,0,16,2,0
10332,0,5,1,1
10333,2,1,0,0
10334,0,12,0,0
10335,1,16,1,0
10336,0,9,1,0
10337,0,9,1,0
10338,1,14,1,1
10339,0,17,1,0
10340,1,17,1,0
10341,1,25,1,3
10342,2,25,1,0
10343,1,5,3,1
10344,1,17,1,0
10345,0,14,2,0
10346,2,12,1,0
10347,2,10,1,4
10348,1,1,0,3
10349,0,17,2,0
10350,1,12,1,5
10351,2,5,2,0
10352,0,12,0,0
10353,1,17,2,0
10354,0,17,1,0
10355,1,9,2,0
10356,2,12,1,0
10357,0,17,1,0
10358,0,14,1,0
10359,0,22,1,4
10360,0,12,2,0
10361,0,25,1,0
10362,2,14,2,0
10363,0,15,2,0
10364,2,16,1,4
10365,1,1,1,0
10366,0,17,1,3
10367,1,17,0,0
10368,2,25,2,5
10369,0,22,2,0
10370,1,9,1,0
10371,2,17,0,5
10372,1,16,2,4
10373,0,22,2,0
10374,1,20,1,5
10375,1,17,1,0
10376,1,12,2,0
10377,0,25,0,0
10378,0,1,0,0
10379,2,9,1,1
10380,2,17,1,0
10381,1,16,1,4
10382,0,5,1,1
10383,1,9,2,0
10384,0,14,1,1
10385,2,12,1,0
10386,1,9,1,1
10387,0,17,1,0
10388,2,14,1,0
10389,0,9,1,0
10390,2,9,1,0
10391,0,12,1,0
10393,1,24,1,0
10394,0,22,2,0
10395,2,17,2,3
10396,1,10,2,4
10397,0,17,2,0
10398,2,22,1,0
10399,0,9,3,0
10400,2,17,0,0
10401,0,9,2,0
10402,1,1,1,0
10403,2,9,2,1
10404,1,15,2,0
10405,2,9,2,0
10406,0,22,2,0
10407,3,1,0,0
10408,1,9,2,4
10409,2,5,1,1
10410,0,14,2,0
10411,2,16,1,0
10412,2,6,0,3
10413,1,9,1,1
10414,0,8,1,0
10415,1,12,0,0
10416,0,17,0,0
10417,2,9,2,1
10418,1,9,1,0
10419,0,12,2,0
10420,0,14,2,0
10421,1,16,2,0
10422,2,5,1,1
10424,2,5,2,1
10425,2,9,2,0
10426,1,22,1,0
10427,2,14,2,0
10428,2,14,3,0
10429,2,22,1,0
10430,1,14,1,3
10431,0,12,2,0
10432,1,9,1,0
10433,1,9,1,0
10434,0,14,1,0
10435,0,9,1,0
10436,1,12,1,0
10437,2,1,0,0
10438,0,9,2,1
10439,0,9,2,0
10440,1,12,1,4
10441,0,1,0,0
10442,2,9,1,0
10443,0,14,2,0
10444,2,9,2,0
10445,1,17,1,0
10446,1,9,1,0
10447,2,17,1,0
10448,0,17,1,0
10449,1,16,1,1
10450,1,9,1,4
10451,1,14,3,0
10452,0,25,2,3
10453,1,1,0,3
10454,0,14,2,0
10455,1,12,0,0
10456,2,17,2,0
10457,2,25,0,0
10458,0,1,1,0
10459,0,16,1,0
10460,1,17,0,0
10461,0,17,0,0
10462,0,1,0,0
10463,0,25,2,3
10464,0,5,2,0
10465,1,12,2,4
10466,0,12,3,0
10467,2,20,1,0
10468,2,1,2,0
10469,1,8,2,4
10470,1,12,1,0
10471,0,25,1,0
10472,2,9,2,0
10473,2,1,0,0
10474,0,17,1,0
10475,0,14,2,1
10476,0,9,1,0
10477,2,7,2,1
10478,3,1,0,0
10479,1,7,1,0
10480,1,17,0,0
10481,0,22,2,0
10482,2,14,2,0
10483,1,17,1,0
10484,2,16,1,0
10485,1,12,2,0
10486,2,8,2,1
10487,2,9,2,0
10488,2,12,1,0
10489,1,6,0,1
10490,0,5,1,1
10491,0,9,2,0
10492,4,1,1,0
10493,0,5,2,1
10494,0,17,2,0
10495,2,15,1,1
10496,1,12,2,0
10497,1,17,2,0
10498,0,1,1,0
10499,1,22,1,0
10500,1,5,2,1
10501,1,9,2,0
10502,1,9,1,1
10503,1,5,1,1
10504,0,5,2,1
10505,1,17,0,0
10506,1,17,1,0
10507,1,22,0,0
10508,0,17,0,3
10509,1,9,1,0
10510,1,1,1,3
10511,0,17,0,3
10512,0,12,2,0
10513,1,12,2,3
10514,0,1,1,0
10515,0,17,0,0
10516,0,5,1,4
10517,0,22,1,3
10518,1,17,1,0
10519,1,9,1,0
10520,0,12,1,0
10521,1,16,1,0
10522,2,9,2,0
10523,1,14,2,1
10524,1,11,1,0
10525,1,1,1,0
10526,0,17,0,0
10527,1,1,0,0
10528,1,9,2,0
10529,1,12,1,0
10530,1,9,2,1
10531,0,17,0,0
10532,0,25,0,0
10533,1,9,1,1
10534,0,25,1,0
10535,1,17,1,0
10536,0,5,2,0
10537,1,5,2,1
10538,3,25,1,0
10539,2,16,2,0
10540,2,25,0,0
10541,0,14,1,0
10542,1,40,3,3
10543,2,8,1,0
10544,0,3,0,1
10545,0,16,0,1
10546,0,9,1,4
10547,0,1,1,0
10548,0,17,2,3
10549,1,17,1,0
10550,1,16,2,0
10551,1,5,2,0
10552,1,17,1,0
10553,1,22,1,0
10554,0,5,1,0
10555,2,18,0,5
10556,1,9,2,4
10557,2,9,2,1
10558,1,9,1,0
10559,1,11,1,0
10560,1,22,1,0
10561,0,5,1,0
10562,0,25,1,0
10563,0,8,2,1
10564,1,17,0,0
10565,1,8,2,4
10566,0,17,1,0
10567,0,17,1,0
10568,2,16,1,0
10569,0,17,1,0
10570,2,17,2,0
10571,0,17,0,3
10572,2,17,1,0
10573,2,5,1,1
10574,0,3,0,0
10575,1,9,1,0
10576,2,25,0,0
10577,0,12,1,0
10578,1,12,1,4
10579,0,17,0,0
10580,0,22,1,3
10581,2,8,2,1
10582,0,17,2,0
10583,0,5,1,0
10584,0,9,0,1
10585,2,17,1,0
10586,1,16,2,0
10587,0,22,1,3
10588,0,1,1,0
10589,1,17,1,0
10590,3,12,2,1
10591,1,7,0,1
10592,1,17,1,0
10593,0,17,1,0
10594,1,12,2,0
10595,0,17,1,0
10596,0,22,1,0
10597,2,17,0,0
10598,0,17,1,0
10599,1,8,1,1
10600,1,16,1,0
10601,0,9,1,1
10602,0,17,0,3
10603,1,17,0,0
10604,2,28,0,1
10605,2,17,0,0
10606,2,17,0,0
10607,2,1,1,0
10608,1,12,2,0
10609,1,17,2,0
10610,1,16,3,3
10611,0,11,1,3
10612,2,1,2,0
10613,1,12,2,4
10614,0,1,1,0
10615,1,17,0,0
10616,0,17,1,0
10617,0,3,2,3
10618,1,12,2,0
10619,1,1,0,5
10620,1,1,1,0
10621,3,9,2,0
10622,2,9,0,0
10623,0,25,1,0
10624,1,16,2,0
10625,1,22,2,0
10626,1,17,2,0
10627,0,17,1,0
10628,2,9,2,0
10629,2,14,0,3
10630,2,1,1,0
10631,0,12,2,0
10632,1,9,1,0
10633,1,16,2,0
10634,2,1,1,0
10635,1,16,2,0
10636,1,5,2,0
10637,1,25,2,3
10638,1,9,1,0
10639,1,23,2,0
10640,0,16,2,0
10641,1,9,1,1
10642,1,5,1,1
10643,0,9,1,0
10644,0,1,0,5
10645,2,17,1,0
10646,1,5,2,0
10647,1,12,2,4
10648,0,17,1,0
10649,0,9,1,0
10650,1,17,0,0
10651,3,16,2,0
10652,1,9,1,0
10653,3,9,2,1
10654,2,22,1,0
10655,0,25,0,0
10656,1,12,0,0
10657,0,16,1,4
10658,1,16,1,4
10659,2,22,1,0
10660,0,25,1,3
10661,1,12,1,4
10662,0,25,0,0
10663,0,5,1,4
10664,0,25,0,0
10665,1,17,0,0
10666,1,1,1,0
10667,0,25,1,0
10668,1,12,0,0
10669,1,17,0,5
10670,0,8,2,0
10671,1,1,1,0
10672,1,17,1,0
10673,0,17,0,0
10674,2,12,1,0
10675,0,1,1,0
10676,1,17,0,0
10677,1,25,1,0
10678,2,12,1,0
10679,0,12,1,0
10680,1,10,1,1
10681,0,17,0,0
10682,1,12,0,0
10683,0,19,2,3
10684,1,14,1,3
10685,1,9,1,1
10686,0,25,0,0
10687,2,12,0,3
10688,2,9,2,0
10689,0,1,0,0
10690,2,12,1,0
10691,1,1,1,0
10692,0,10,1,0
10693,1,17,1,0
10694,2,32,0,3
10695,1,12,2,0
10696,1,9,1,0
10697,2,15,0,5
10698,0,17,0,0
10699,0,16,2,0
10700,0,12,2,0
10701,2,12,1,4
10702,1,1,1,0
10703,2,12,1,0
10704,2,25,2,3
10705,0,25,1,0
10706,2,17,2,0
10707,1,17,0,0
10708,2,16,1,4
10709,0,1,0,0
10710,2,25,1,0
10711,0,9,1,4
10712,0,14,1,0
10713,1,14,1,0
10714,0,1,1,0
10715,0,5,2,0
10716,2,12,1,4
10717,0,16,2,0
10718,2,1,0,0
10719,0,17,1,0
10720,1,30,0,3
10721,1,12,1,0
10722,0,5,2,1
10723,1,5,2,1
10724,1,17,0,0
10725,1,17,2,0
10726,0,14,2,0
10727,0,1,0,0
10728,1,6,0,1
10729,1,5,2,1
10730,2,5,1,1
10731,1,16,1,3
10732,2,25,1,0
